# dt: 0.01
# description: 2D optical tweezer with anharmonic correction and rotation
particle_id,frame,x,y
0,0,-0.017995,-0.025163
0,1,0.037124,-0.100932
0,2,0.059992,-0.035154
0,3,-0.086659,-0.141418
0,4,-0.087037,-0.157442
0,5,-0.109941,-0.264511
0,6,0.016279,-0.184724
0,7,0.017511,-0.080263
0,8,0.041020,-0.178417
0,9,0.051649,-0.247155
0,10,0.187022,-0.243198
0,11,0.179105,-0.315688
0,12,0.231923,-0.314414
0,13,0.204311,-0.352701
0,14,0.228312,-0.322204
0,15,0.323774,-0.260763
0,16,0.512975,-0.313485
0,17,0.445285,-0.400303
0,18,0.519220,-0.295680
0,19,0.471318,-0.397029
0,20,0.404031,-0.306512
0,21,0.432357,-0.229089
0,22,0.379874,-0.239004
0,23,0.403275,-0.209561
0,24,0.434169,-0.161891
0,25,0.507672,-0.115366
0,26,0.533638,-0.154883
0,27,0.420873,-0.150337
0,28,0.337225,-0.206689
0,29,0.271446,-0.108363
0,30,0.246898,-0.000927
0,31,0.070154,0.005604
0,32,0.056760,0.044104
0,33,0.170391,0.118022
0,34,0.075664,0.096897
0,35,0.160971,0.042604
0,36,0.044247,-0.038592
0,37,-0.009769,0.039230
0,38,-0.068473,0.087803
0,39,-0.094266,0.063666
0,40,-0.021482,0.039035
0,41,0.014055,-0.062052
0,42,0.027620,-0.035845
0,43,-0.121583,-0.023932
0,44,-0.142258,-0.003722
0,45,-0.128602,0.010495
0,46,-0.038276,0.027213
0,47,-0.085418,0.029289
0,48,-0.245553,-0.114085
0,49,-0.394368,-0.204085
0,50,-0.325156,-0.269943
0,51,-0.401853,-0.143302
0,52,-0.442567,-0.067207
0,53,-0.510421,-0.087473
0,54,-0.555808,-0.129104
0,55,-0.490663,-0.301971
0,56,-0.449365,-0.247313
0,57,-0.496458,-0.452134
0,58,-0.463701,-0.437399
0,59,-0.452272,-0.459701
0,60,-0.311946,-0.475968
0,61,-0.386727,-0.472581
0,62,-0.357569,-0.291248
0,63,-0.253718,-0.237498
0,64,-0.145905,-0.399745
0,65,-0.213023,-0.426381
0,66,-0.230676,-0.573811
0,67,-0.186969,-0.590772
0,68,-0.354170,-0.676095
0,69,-0.316131,-0.641261
0,70,-0.048631,-0.299620
0,71,-0.051445,-0.434990
0,72,-0.256585,-0.348748
0,73,-0.353607,-0.384658
0,74,-0.385459,-0.399549
0,75,-0.342327,-0.410428
0,76,-0.280048,-0.483347
0,77,-0.478847,-0.543212
0,78,-0.494263,-0.317303
0,79,-0.432740,-0.220156
0,80,-0.495661,-0.336462
0,81,-0.598085,-0.438553
0,82,-0.402788,-0.462002
0,83,-0.289302,-0.561545
0,84,-0.191660,-0.519630
0,85,-0.206130,-0.508368
0,86,-0.295095,-0.447346
0,87,-0.339840,-0.582098
0,88,-0.476365,-0.564816
0,89,-0.304613,-0.536217
0,90,-0.288672,-0.499190
0,91,-0.133197,-0.455724
0,92,-0.219499,-0.356812
0,93,-0.164538,-0.182373
0,94,-0.177952,-0.303004
0,95,-0.314818,-0.135617
0,96,-0.093669,-0.154872
0,97,-0.200428,-0.047951
0,98,-0.251801,-0.149652
0,99,-0.184052,-0.117493
0,100,-0.172830,-0.155618
0,101,-0.151881,-0.002986
0,102,-0.179369,0.073327
0,103,-0.325111,0.067808
0,104,-0.442073,-0.051132
0,105,-0.487602,-0.072335
0,106,-0.392898,-0.255585
0,107,-0.397720,-0.254120
0,108,-0.413488,-0.150935
0,109,-0.343740,-0.059412
0,110,-0.373895,-0.080018
0,111,-0.384457,-0.030914
0,112,-0.397071,-0.136589
0,113,-0.349695,-0.143358
0,114,-0.128268,0.055954
0,115,-0.188198,0.030364
0,116,-0.350472,-0.022222
0,117,-0.310187,0.113218
0,118,-0.336311,0.008445
0,119,-0.578642,0.030221
0,120,-0.668841,-0.065266
0,121,-0.729073,-0.054655
0,122,-0.898493,-0.203475
0,123,-0.643893,-0.312603
0,124,-0.738370,-0.117128
0,125,-0.455741,-0.215320
0,126,-0.498868,-0.148086
0,127,-0.294050,-0.288879
0,128,-0.328450,-0.194609
0,129,-0.254243,-0.246273
0,130,-0.293156,-0.362660
0,131,-0.277722,-0.362708
0,132,-0.252263,-0.431616
0,133,-0.207755,-0.299309
0,134,-0.206444,-0.269038
0,135,-0.226422,-0.243615
0,136,-0.291109,-0.233034
0,137,-0.280545,-0.057892
0,138,-0.134275,0.014550
0,139,-0.210349,-0.100715
0,140,-0.057462,-0.087743
0,141,-0.064282,-0.256065
0,142,0.067402,-0.179344
0,143,-0.048308,-0.223500
0,144,-0.030017,-0.244009
0,145,-0.084541,-0.266658
0,146,-0.096404,-0.207518
0,147,0.059406,-0.476616
0,148,0.005984,-0.403451
0,149,0.036725,-0.485454
0,150,-0.106330,-0.449714
0,151,0.028377,-0.582384
0,152,0.099469,-0.590895
0,153,0.120070,-0.730720
0,154,0.046383,-0.612231
0,155,0.127050,-0.372737
0,156,0.246275,-0.356533
0,157,0.418347,-0.270350
0,158,0.476189,-0.315677
0,159,0.472998,-0.430726
0,160,0.567272,-0.535375
0,161,0.643392,-0.597874
0,162,0.734474,-0.487194
0,163,0.876717,-0.428425
0,164,0.693732,-0.421751
0,165,0.555069,-0.496812
0,166,0.702433,-0.415424
0,167,0.577763,-0.512833
0,168,0.581818,-0.621958
0,169,0.502230,-0.618524
0,170,0.597902,-0.560889
0,171,0.392440,-0.469008
0,172,0.396602,-0.463011
0,173,0.547448,-0.647464
0,174,0.431893,-0.606178
0,175,0.275395,-0.441166
0,176,0.316387,-0.356112
0,177,0.238594,-0.246261
0,178,0.345323,-0.252422
0,179,0.360215,-0.224174
0,180,0.244325,-0.257058
0,181,0.300265,-0.231196
0,182,0.352386,-0.296968
0,183,0.347855,-0.147728
0,184,0.285643,-0.233238
0,185,0.290412,-0.132147
0,186,0.291184,-0.019869
0,187,0.350706,0.054814
0,188,0.397155,0.296242
0,189,0.328165,0.083050
0,190,0.543324,0.009692
0,191,0.507235,0.186718
0,192,0.385084,0.020700
0,193,0.196844,-0.050698
0,194,0.258373,-0.008247
0,195,0.252168,-0.113710
0,196,0.004557,-0.145462
0,197,-0.021091,-0.057906
0,198,0.022197,-0.087719
0,199,0.132952,-0.035234
0,200,0.176723,-0.123321
0,201,0.154398,-0.131452
0,202,0.233554,-0.111088
0,203,0.253567,-0.183209
0,204,0.255647,-0.091539
0,205,0.097327,-0.234142
0,206,-0.112473,-0.431713
0,207,-0.172813,-0.351337
0,208,-0.193153,-0.333341
0,209,-0.111950,-0.195890
0,210,-0.083764,-0.072138
0,211,-0.103129,-0.145146
0,212,-0.123681,-0.306116
0,213,-0.237813,-0.311494
0,214,-0.112682,-0.131636
0,215,-0.280005,-0.113478
0,216,-0.386421,-0.084575
0,217,-0.396892,-0.215476
0,218,-0.296076,-0.305749
0,219,-0.362918,-0.395839
0,220,-0.436690,-0.364193
0,221,-0.396469,-0.327534
0,222,-0.402503,-0.162861
0,223,-0.425170,-0.310209
0,224,-0.288211,-0.370038
0,225,-0.177388,-0.306877
0,226,-0.211236,-0.217610
0,227,-0.037943,-0.032541
0,228,0.019397,-0.041494
0,229,0.090943,-0.119462
0,230,0.121953,-0.112955
0,231,0.182753,-0.204693
0,232,0.021350,-0.375887
0,233,-0.103194,-0.435245
0,234,-0.154973,-0.299251
0,235,-0.020990,-0.323601
0,236,0.004868,-0.358419
0,237,-0.042020,-0.343946
0,238,0.058137,-0.371168
0,239,0.158955,-0.468048
0,240,0.103451,-0.216854
0,241,0.134587,-0.108649
0,242,0.148492,0.006496
0,243,0.135799,-0.081586
0,244,0.037948,0.005614
0,245,-0.034195,0.021313
0,246,0.062033,0.101679
0,247,0.076865,0.133209
0,248,0.043763,0.252126
0,249,-0.166703,0.195289
0,250,-0.359122,0.058065
0,251,-0.217914,0.114499
0,252,-0.273277,0.010771
0,253,-0.557287,-0.043614
0,254,-0.296365,-0.014809
0,255,-0.378679,0.015821
0,256,-0.549178,0.029509
0,257,-0.504739,-0.033422
0,258,-0.385666,0.040503
0,259,-0.317718,-0.032964
0,260,-0.258832,0.146712
0,261,-0.325584,0.043752
0,262,-0.171461,0.050985
0,263,-0.043620,-0.033314
0,264,0.066048,0.026510
0,265,0.072206,0.156519
0,266,0.082630,0.052037
0,267,0.033755,0.114294
0,268,-0.133463,0.185964
0,269,-0.161497,0.278686
0,270,-0.425238,0.200205
0,271,-0.527593,0.105087
0,272,-0.502335,0.069996
0,273,-0.564897,0.081008
0,274,-0.497313,-0.004971
0,275,-0.410159,0.057211
0,276,-0.391631,0.115359
0,277,-0.313837,0.304550
0,278,-0.366071,0.275898
0,279,-0.412814,0.168948
0,280,-0.504408,0.105554
0,281,-0.528789,0.149379
0,282,-0.521326,0.068354
0,283,-0.419300,0.153234
0,284,-0.445959,0.059235
0,285,-0.351023,0.100051
0,286,-0.546521,0.085359
0,287,-0.439965,0.004282
0,288,-0.454316,-0.164670
0,289,-0.315321,-0.028800
0,290,-0.316788,0.033989
0,291,-0.569116,-0.095928
0,292,-0.550321,-0.197264
0,293,-0.513037,0.017610
0,294,-0.609853,-0.048367
0,295,-0.553230,0.125049
0,296,-0.633394,0.101908
0,297,-0.477959,-0.036405
0,298,-0.562473,-0.061205
0,299,-0.683180,0.030093
0,300,-0.598548,-0.136649
0,301,-0.555231,-0.197256
0,302,-0.410001,-0.274175
0,303,-0.457190,-0.198139
0,304,-0.360521,-0.150585
0,305,-0.533581,-0.117288
0,306,-0.611521,-0.080405
0,307,-0.749943,-0.009841
0,308,-0.824771,-0.122633
0,309,-0.774606,-0.117975
0,310,-0.759952,0.083243
0,311,-0.797407,0.004235
0,312,-0.752849,-0.005133
0,313,-0.657284,-0.051044
0,314,-0.730330,0.108800
0,315,-0.779310,-0.161692
0,316,-0.593483,0.103302
0,317,-0.640755,-0.086930
0,318,-0.658551,-0.081616
0,319,-0.692906,-0.183444
0,320,-0.582059,-0.154222
0,321,-0.723756,-0.089117
0,322,-0.533399,-0.065578
0,323,-0.563968,-0.085231
0,324,-0.487767,-0.202505
0,325,-0.458761,-0.261395
0,326,-0.221016,-0.255349
0,327,-0.081505,-0.384109
0,328,-0.015152,-0.299801
0,329,-0.099606,-0.307389
0,330,0.057584,-0.343614
0,331,-0.136550,-0.337966
0,332,-0.241202,-0.396430
0,333,-0.280871,-0.552450
0,334,-0.402911,-0.470077
0,335,-0.443128,-0.735652
0,336,-0.377892,-0.686710
0,337,-0.461420,-0.825968
0,338,-0.403627,-0.776242
0,339,-0.137851,-0.698136
0,340,-0.075954,-0.726443
0,341,0.018263,-0.655051
0,342,0.118444,-0.706235
0,343,0.025507,-0.754291
0,344,0.151164,-0.594113
0,345,0.061076,-0.626351
0,346,0.088926,-0.621201
0,347,0.224120,-0.864362
0,348,0.106440,-0.915944
0,349,-0.141764,-1.040620
0,350,-0.249272,-1.023693
0,351,-0.126303,-1.080277
0,352,-0.251890,-1.053485
0,353,-0.125002,-1.138216
0,354,-0.249285,-1.066077
0,355,-0.250966,-0.959788
0,356,-0.261903,-0.875211
0,357,-0.353535,-0.923878
0,358,-0.388282,-1.005132
0,359,-0.582664,-0.922778
0,360,-0.573648,-0.976440
0,361,-0.619834,-0.866201
0,362,-0.775660,-0.978682
0,363,-0.959046,-0.809744
0,364,-0.818426,-0.807974
0,365,-0.946300,-0.835143
0,366,-0.851505,-0.850830
0,367,-0.780800,-0.832796
0,368,-0.749631,-0.816532
0,369,-0.628588,-0.733999
0,370,-0.826120,-0.945730
0,371,-0.699824,-0.811386
0,372,-0.807913,-0.967793
0,373,-0.731306,-0.880517
0,374,-0.567913,-0.802517
0,375,-0.605189,-0.856535
0,376,-0.597788,-0.903785
0,377,-0.691386,-0.655249
0,378,-0.490920,-0.510444
0,379,-0.566847,-0.432729
0,380,-0.508226,-0.421919
0,381,-0.371452,-0.345567
0,382,-0.333844,-0.242110
0,383,-0.257276,-0.450067
0,384,-0.242002,-0.484575
0,385,-0.349753,-0.302074
0,386,-0.204964,-0.155187
0,387,-0.175942,-0.027213
0,388,-0.147796,-0.032446
0,389,-0.297119,0.023535
0,390,-0.275596,-0.073573
0,391,-0.300933,-0.102409
0,392,-0.101277,0.024539
0,393,-0.070582,0.020909
0,394,-0.063444,-0.030089
0,395,-0.149695,-0.035026
0,396,-0.237734,-0.130674
0,397,-0.204282,-0.075019
0,398,-0.366631,-0.106984
0,399,-0.290590,0.003049
0,400,-0.178131,0.013529
0,401,-0.238198,-0.091382
0,402,-0.218052,-0.073086
0,403,-0.084399,0.018224
0,404,-0.118769,-0.060038
0,405,-0.116470,-0.049411
0,406,-0.149291,-0.097953
0,407,-0.113490,-0.157656
0,408,-0.209327,-0.112313
0,409,-0.189440,-0.111566
0,410,-0.201831,-0.212254
0,411,-0.198354,-0.076525
0,412,-0.363520,-0.273971
0,413,-0.568443,-0.284750
0,414,-0.520461,-0.249776
0,415,-0.413616,-0.496690
0,416,-0.405543,-0.385830
0,417,-0.487313,-0.392690
0,418,-0.550034,-0.478745
0,419,-0.557104,-0.294300
0,420,-0.358151,-0.348710
0,421,-0.182431,-0.318130
0,422,0.031830,-0.332055
0,423,-0.004906,-0.299599
0,424,0.332205,-0.227745
0,425,0.261477,-0.114539
0,426,0.227554,-0.188841
0,427,0.256808,-0.173789
0,428,0.315148,-0.200936
0,429,0.330927,-0.097303
0,430,0.154561,-0.054725
0,431,0.022647,-0.177146
0,432,0.027720,-0.190138
0,433,-0.026842,-0.103842
0,434,-0.139772,-0.135142
0,435,-0.220512,-0.150377
0,436,-0.189170,-0.250561
0,437,-0.121106,-0.243047
0,438,-0.324423,-0.447156
0,439,-0.320015,-0.451178
0,440,-0.287377,-0.420752
0,441,-0.302914,-0.347622
0,442,-0.397602,-0.412014
0,443,-0.500296,-0.448991
0,444,-0.368082,-0.429158
0,445,-0.589110,-0.618133
0,446,-0.703976,-0.649371
0,447,-0.749816,-0.660078
0,448,-0.742990,-0.557342
0,449,-0.828389,-0.585878
0,450,-0.724921,-0.719125
0,451,-0.672598,-0.721070
0,452,-0.659545,-0.558923
0,453,-0.741558,-0.335424
0,454,-0.731508,-0.454682
0,455,-0.746812,-0.556589
0,456,-0.778543,-0.498725
0,457,-0.712947,-0.542670
0,458,-0.623793,-0.418261
0,459,-0.402954,-0.377364
0,460,-0.296950,-0.551524
0,461,-0.334547,-0.646301
0,462,-0.278193,-0.666594
0,463,-0.348631,-0.492816
0,464,-0.349814,-0.471980
0,465,-0.351407,-0.424588
0,466,-0.361711,-0.354017
0,467,-0.230981,-0.181923
0,468,-0.202831,-0.108770
0,469,-0.337803,-0.092096
0,470,-0.226656,-0.045416
0,471,-0.226969,0.041726
0,472,-0.150332,0.168816
0,473,-0.090013,0.122980
0,474,-0.077150,-0.185212
0,475,-0.008992,-0.549153
0,476,-0.186663,-0.477199
0,477,-0.225770,-0.557343
0,478,-0.252745,-0.449287
0,479,-0.290004,-0.196455
0,480,-0.292345,-0.142021
0,481,-0.131230,-0.134873
0,482,-0.246547,-0.141096
0,483,-0.248359,-0.312156
0,484,-0.266963,-0.364837
0,485,-0.151189,-0.379491
0,486,-0.176760,-0.368812
